WFO_ID,Vernacular,Devnagari,Transliteration,ScientificName,NamepublishedIn
wfo-0000051084,आँखे फूल  (Ankhe phool),आँखे फूल ,Ankhe phool,,
wfo-0000001422,आँखे फूल  (Ankhe phool),आँखे फूल ,Ankhe phool,,
wfo-0000122077,आँखे फूल  (Ankhe phool),आँखे फूल ,Ankhe phool,,
wfo-0001337864,चकातिक  (Chakatik: Tibetan),चकातिक ,Chakatik: Tibetan,,
wfo-0001043115,ल्यास्मिन  (Lyasmin),ल्यास्मिन ,Lyasmin,,
wfo-0001043127,च्याते  (Chyate: Tibetan),च्याते ,Chyate: Tibetan,,
wfo-0001043128,घोरताप्रे  (Ghortapre),घोरताप्रे ,Ghortapre,,
wfo-0000062531,लहरे बनमारा  (Lahare banmara),लहरे बनमारा ,Lahare banmara,,
wfo-0000050986,थुके फूल  (Thuke phool),थुके फूल ,Thuke phool,,
wfo-0001423428,पाङ्प्रापा  (Pangprapa),पाङ्प्रापा ,Pangprapa,,
wfo-0000035680,"झुलो, पान्डा  (Jhulo, Panda)","झुलो, पान्डा ","Jhulo, Panda",,
wfo-0000065156,"नक्कली पाती, कनिके, बहुदल झार  (Nakkali pati, Kanike, Bahudal jhar)","नक्कली पाती, कनिके, बहुदल झार ","Nakkali pati, Kanike, Bahudal jhar",,
wfo-0000049662,वन दुधे  (Ban dudhe),वन दुधे ,Ban dudhe,,
wfo-0001332527,बुकी फूल  (Buki phool),बुकी फूल ,Buki phool,,
wfo-0000029679,"बुके फूल, कैरो झार  (Buke phool, Kairo jhar)","बुके फूल, कैरो झार ","Buke phool, Kairo jhar",,
wfo-0000021319,सोर्का  (Sorka: Tibetan),सोर्का ,Sorka: Tibetan,,
wfo-0000135439,गन्धैया  (Gandhaiya: Tharu),गन्धैया ,Gandhaiya: Tharu,,
wfo-0000001307,"कपासे फूल, माईकोपिला  (Kapase phool, Maikopila)","कपासे फूल, माईकोपिला ","Kapase phool, Maikopila",,
wfo-0000025466,खाप्री  (Khapri: Tibetan),खाप्री ,Khapri: Tibetan,,
wfo-0000038201,ब्रह्म कमल  (Brahma kamal),ब्रह्म कमल ,Brahma kamal,,
wfo-0000094172,इहाप्चा  (Ihapcha),इहाप्चा ,Ihapcha,,
wfo-0000054456,कल्सानी झार  (Kalsani jhar),कल्सानी झार ,Kalsani jhar,,
wfo-0000097036,पहेँली लहरा  (Pahenli lahara),पहेँली लहरा ,Pahenli lahara,,
wfo-0000024575,दुधे झार  (Dudhe jhar),दुधे झार ,Dudhe jhar,,
wfo-0000031264,दुधे काँडा  (Dudhe kanda),दुधे काँडा ,Dudhe kanda,,
wfo-0000069236,दुधे काँडा  (Dudhe kanda),दुधे काँडा ,Dudhe kanda,,
wfo-0000116143,"वन रायो, मुलापाते  (Ban rayo, Mulapate)","वन रायो, मुलापाते ","Ban rayo, Mulapate",,
wfo-0000014099,"गोरख मुन्डि, सुपारे झार  (Gorakh mundi, Supare jhar)","गोरख मुन्डि, सुपारे झार ","Gorakh mundi, Supare jhar",,
wfo-0000073844,वन सुपारी  (Ban supari),वन सुपारी ,Ban supari,,
wfo-0000075384,हरे झार  (Hare jhar),हरे झार ,Hare jhar,,
wfo-0000048823,"बाख्रा काने मर्चा, कप्पा स्वाँ  (Bakhra kane, Marcha, Cappa swan: Newari)","बाख्रा काने मर्चा, कप्पा स्वाँ ","Bakhra kane, Marcha, Cappa swan: Newari",,
wfo-0000017317,जङ्गली सयपत्री  (Jangali sayapatri),जङ्गली सयपत्री ,Jangali sayapatri,,
wfo-0000071753,"गोवे साग, टुकी फूल  (Gobe sag, Tuki phool)","गोवे साग, टुकी फूल ","Gobe sag, Tuki phool",,
wfo-0000062154,"टुकी फूल, दुधे झार  (Tuki phool, Dudhe jhar)","टुकी फूल, दुधे झार ","Tuki phool, Dudhe jhar",,
wfo-0000072304,टुकी फूल  (Tuki phool),टुकी फूल ,Tuki phool,,
wfo-0000114288,"टुकी फूल, निगाले साग  (Tuki phool, Nigale sag)","टुकी फूल, निगाले साग ","Tuki phool, Nigale sag",,
wfo-0000018279,काँडे पुतली फूल  (Kande putali phool),काँडे पुतली फूल ,Kande putali phool,,
wfo-0000086034,"हुसुरे झार, पुतली झार  (Husure jhar, Putali jhar)","हुसुरे झार, पुतली झार ","Husure jhar, Putali jhar",,
wfo-0000118235,"पहेँलो झुरझुरी, कैले झार  (Pahenlo jhurjhuri, Kaile jhar)","पहेँलो झुरझुरी, कैले झार ","Pahenlo jhurjhuri, Kaile jhar",,
wfo-0000082132,"भेँडे कुरो, कस्तोलो, खानघरा  (Bhende kuro, Kastolo, Khanghara)","भेँडे कुरो, कस्तोलो, खानघरा ","Bhende kuro, Kastolo, Khanghara",,
wfo-0000021604,"चौलाने, दुधे  (Chaulane, Dudhe)","चौलाने, दुधे ","Chaulane, Dudhe",,
wfo-0001290932,"मोती फूल, चरी भाङ्गो  (Moti phool, Chari bhango)","मोती फूल, चरी भाङ्गो ","Moti phool, Chari bhango",,
wfo-0001241267,कनिके फूल  (Kanike phool),कनिके फूल ,Kanike phool,,
wfo-1200027144,"बाकल पाते, घार्घुरी  (Bakal pate, Gharghuri)","बाकल पाते, घार्घुरी ","Bakal pate, Gharghuri",,
wfo-0001290708,"घोडाखरी, घार्घुरे  (Ghodakhari, Gharghure)","घोडाखरी, घार्घुरे ","Ghodakhari, Gharghure",,
wfo-0001290707,"असारे, घोडाखरी  (Asare, Ghodakhari)","असारे, घोडाखरी ","Asare, Ghodakhari",,
wfo-0001291057,"गन्हाउने, गोली  (Ganhaune, Goli)","गन्हाउने, गोली ","Ganhaune, Goli",,
wfo-0001291058,"मालागिरी, मोलो  (Malagiri, Molo)","मालागिरी, मोलो ","Malagiri, Molo",,
wfo-0001290606,"असारे, गुलुङ (Asare, Gulung: Tamang)","असारे, गुलुङ","Asare, Gulung: Tamang",,
wfo-0001290598,हेमु स्वाँ  (Hemu swan: Newari),हेमु स्वाँ ,Hemu swan: Newari,,
wfo-0001335198,पाङ्त्सी–दोबो  (Pangtsi-dobo: Tibetan),पाङ्त्सी–दोबो ,Pangtsi-dobo: Tibetan,,
wfo-0000650995,"सुपारी घाँस, वन मुला  (Supari ghans, Ban mula)","सुपारी घाँस, वन मुला ","Supari ghans, Ban mula",,
wfo-0000651030,"वन मुला, मुलापाते  (Ban mula, Mulapate)","वन मुला, मुलापाते ","Ban mula, Mulapate",,
wfo-0001224324,नानी काफल  (Nani kaphal),नानी काफल ,Nani kaphal,,
wfo-0001042073,"नानी काफल, गिब्सी  (Nani kaphal, Gibsi: Gurung)","नानी काफल, गिब्सी ","Nani kaphal, Gibsi: Gurung",,
wfo-1200030245,चिची  (Chichi),चिची ,Chichi,,
wfo-0001290593,मसिनो कनिके  (Masino kanike),मसिनो कनिके ,Masino kanike,,
wfo-0000359708,वन जुही  (Ban juhi),वन जुही ,Ban juhi,,
wfo-0000359668,टुकसेरा  (Tuksera),टुकसेरा ,Tuksera,,
wfo-0001290602,बाङझी  (Bangjhi),बाङझी ,Bangjhi,,
wfo-0001224206,ख्यी–शिँग  (Khyi-shing: Tibetan),ख्यी–शिँग ,Khyi-shing: Tibetan,,
wfo-0001291182,टुकसेरा  (Tuksera: Gurung),टुकसेरा ,Tuksera: Gurung,,
wfo-0001046451,थाकली काँडा  (Thakali kanda),थाकली काँडा ,Thakali kanda,,
wfo-0000381007,"भुल्ते, जटामसी, बेलोचन  (Bhulte, Jatamasi, Belochan)","भुल्ते, जटामसी, बेलोचन ","Bhulte, Jatamasi, Belochan",,
wfo-0001143773,"नक्कली जटामसी, सुगन्धवाल  (Nakkali jatamasii, Sugandhawal)","नक्कली जटामसी, सुगन्धवाल ","Nakkali jatamasii, Sugandhawal",,
wfo-0000750624,सुगन्धवाल  (Sugandhawal),सुगन्धवाल ,Sugandhawal,,
wfo-0001299353,लेक भोगटे  (Lek bhogate),लेक भोगटे ,Lek bhogate,,
wfo-0001094823,"खोर्साने, फुर्के, तिबिलती  (Khorsane, Furke, Tibilti)","खोर्साने, फुर्के, तिबिलती ","Khorsane, Furke, Tibilti",,
wfo-0000256413,डाल काब्रो  (Dal kabro),डाल काब्रो ,Dal kabro,,
wfo-0000257996,चिन्डे  (Chinde),चिन्डे ,Chinde,,
wfo-0000396928,कालो चुलेत्रो  (Kalo chuletro),कालो चुलेत्रो ,Kalo chuletro,,
wfo-0000397529,"चुलेत्रो, सेतो चुलेत्रो, हात्ती पाइले  (Chuletro, Seto chuletro, Hatti paile)","चुलेत्रो, सेतो चुलेत्रो, हात्ती पाइले ","Chuletro, Seto chuletro, Hatti paile",,
wfo-0000398023,चुलेत्रो  (Chuletro),चुलेत्रो ,Chuletro,,
wfo-0000948050,डाङ्डिँगे  (Dangdinge),डाङ्डिँगे ,Dangdinge,,
wfo-0000979847,"काठे लहरो, दुधिलो  (Kathe laharo, Dudhilo)","काठे लहरो, दुधिलो ","Kathe laharo, Dudhilo",,
wfo-0000981603,"डाङ्डिँगे, कुर्सिमल  (Dangdinge, Kursimal)","डाङ्डिँगे, कुर्सिमल ","Dangdinge, Kursimal",,
wfo-0001219919,"ताप्रे, सेतो ताप्रे  (Tapre, Seto tapre)","ताप्रे, सेतो ताप्रे ","Tapre, Seto tapre",,
wfo-0000726469,"सानो घोड्ताप्रे, घोरताप्रे  (Sano ghodtapre, Ghortapre)","सानो घोड्ताप्रे, घोरताप्रे ","Sano ghodtapre, Ghortapre",,
wfo-0000726583,"टिके घोरताप्रे, सानो घोड्ताप्रे  (Tike ghortapre, Sano ghodtapre)","टिके घोरताप्रे, सानो घोड्ताप्रे ","Tike ghortapre, Sano ghodtapre",,
wfo-0000232590,निन्डे  (Ninde),निन्डे ,Ninde,,
wfo-0000232608,चिन्डे  (Chinde),चिन्डे ,Chinde,,
wfo-0000263687,"मँगन, सातगाँठे  (Mangan, Satganthe)","मँगन, सातगाँठे ","Mangan, Satganthe",,
wfo-0000305845,कैलुशी स्वाँ  (Kailushi swan: Newari),कैलुशी स्वाँ ,Kailushi swan: Newari,,
wfo-0000327016,"चुलेत्रो, लोरिया  (Chuletro, Loriya)","चुलेत्रो, लोरिया ","Chuletro, Loriya",,
wfo-0000536042,सोया  (Soya),सोया ,Soya,,
wfo-0000540626,"जङ्गली ज्वानु, अजमोदा  (Jangali jwanu, Ajamoda)","जङ्गली ज्वानु, अजमोदा ","Jangali jwanu, Ajamoda",,
wfo-0000575134,"चदु, मिर्मिरे  (Chadu, Mirmire)","चदु, मिर्मिरे ","Chadu, Mirmire",,
wfo-0000575407,"वन साम्पु, मरिचे घाँस  (Ban sampu, Mariche ghans)","वन साम्पु, मरिचे घाँस ","Ban sampu, Mariche ghans",,
wfo-0000575507,"जिरा–सेर्पो, मिर्मिरे  (Zira-serpo: Tibetan, Mirmire)","जिरा–सेर्पो, मिर्मिरे ","Zira-serpo: Tibetan, Mirmire",,
wfo-0000588460,"जङ्गली जिरा, भोटे जिरा  (Jangali jira, Bhote jira)","जङ्गली जिरा, भोटे जिरा ","Jangali jira, Bhote jira",,
wfo-0000594096,"घोड्टाप्रे, ब्रह्मबुटी  (Ghodtapre, Brahmabuti)","घोड्टाप्रे, ब्रह्मबुटी ","Ghodtapre, Brahmabuti",,
wfo-0000599129,च्याउम  (Chyaum: Tamang),च्याउम ,Chyaum: Tamang,,
wfo-0000621940,"भूतकेश, निगाले साग  (Bhutkesh, Nigale sag)","भूतकेश, निगाले साग ","Bhutkesh, Nigale sag",,
wfo-0000677912,"बर्मेली धनीयाँ, वन धनियाँ  (Barmeli dhaniyan, Ban dhaniyan)","बर्मेली धनीयाँ, वन धनियाँ ","Barmeli dhaniyan, Ban dhaniyan",,
wfo-0000691487,सौँफ  (Saunf),सौँफ ,Saunf,,
wfo-0001275462,छेतारो  (Chhetaro),छेतारो ,Chhetaro,,
wfo-0001275083,गनाइनो  (Ganaino),गनाइनो ,Ganaino,,
wfo-0001275093,"भतारी, भुसेता, सामे  (Bhatari, Bhuseta, Same)","भतारी, भुसेता, सामे ","Bhatari, Bhuseta, Same",,
wfo-0000360670,भूतकेश  (Bhutkesh),भूतकेश ,Bhutkesh,,
wfo-0001067741,सुप झार  (Sup jhar),सुप झार ,Sup jhar,,
wfo-0000385532,भूतकेश  (Bhutkesh),भूतकेश ,Bhutkesh,,
wfo-0001069343,"ज्वाने, रातो छेतारो  (Jwane, Rato chhetaro)","ज्वाने, रातो छेतारो ","Jwane, Rato chhetaro",,
wfo-0000433368,कनचुर्णे  (Kanchurne: Chepang),कनचुर्णे ,Kanchurne: Chepang,,
wfo-0000409891,छेतारो  (Chhetaro),छेतारो ,Chhetaro,,
wfo-0001067718,"बुढो औषधी, भोटे जिरा, चिमफिङ्ग, फाकी  (Budho ausadhi, Bhote jira, Chimphing, Faki)","बुढो औषधी, भोटे जिरा, चिमफिङ्ग, फाकी ","Budho ausadhi, Bhote jira, Chimphing, Faki",,
wfo-0000411355,छतरे  (Chhatare),छतरे ,Chhatare,,
wfo-0000411397,"ज्वानु, अग्निमन्था  (Jwanu, Agnimantha)","ज्वानु, अग्निमन्था ","Jwanu, Agnimantha",,
