WFOID,description,type,language,contributor,audience,rightsHolder,created,creator,source,rights,license
wfo-0000516598,"<i>Rhynchospora floridensis</i> grows along the edges of Fresh Water Wetlands, in <i>Sabal palmetto</i> Woodlands, Pine Woodlands and Mangrove areas that are only slightly brackish.",habitat,EN,Ethan Freid,,,2017-04-29,Ethan Freid,ref-0000516598.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000551231,<i>Scleria lithosperma</i> grows as an understory herb in Dry Broadleaf Evergreen Formation – Forest/Woodland/Shrubland/Dwarf Shrubland.,habitat,EN,Ethan Freid,,,2017-04-29,Ethan Freid,ref-0000551231.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000906627,<i>Uniola paniculata</i> grows in Dunes.,habitat,EN,Ethan Freid,,,2017-04-29,Ethan Freid,ref-0000906627.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001112652,<i>Vittaria lineata</i> grows as an epiphyte primarily on <i>Sabal palmetto</i> trunks.,habitat,EN,Ethan Freid,,,2017-04-29,Ethan Freid,ref-0001112652.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001287105,"<i>Melocactus intortus</i> grows in exposed locations such as hilltops in Dry Broadleaf Evergreen Formation-Shrublands and Dwarf Shrublands, and Rocky Shores.",habitat,EN,Ethan Freid,,,2017-04-30,Ethan Freid,ref-0001287105.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000168536,"<i>Haematoxylum campechianum</i> in Human Altered environments such as old fields, homesteads, roadsides often in areas that are ephemeral Fresh Water Wetlands. ",habitat,EN,Ethan Freid,,,2017-05-01,Ethan Freid,ref-0000168536.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000267822,<i>Petitia domingensis</i> grows in Dry Broadleaf Evergreen Formations-Forests/Shrublands and Pine Woodlands.,habitat,EN,Ethan Freid,,,2017-05-02,Ethan Freid,ref-0000267822.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001107402,"<i>Pteridium aquilinum</i> in Dry Broadleaf Evergreen Formations- Shrubland (coppice), Pine Woodlands and Human Altered environments.",habitat,EN,Ethan Freid,,,2017-05-02,Ethan Freid,ref-0001107402.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001425010,<i>Myrcia zuzygium</i> grows in Dry Broadleaf Evergreen Formation – Forest/Shrublands (coppice and scrublands). ,habitat,EN,Ethan Freid,,,2017-05-04,Ethan Freid,ref-0001425010.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000166389,"<i>Delonix regia</i> grows in Human Altered environments including yards, roadsides, abandoned lots and fields. ",habitat,EN,Ethan Freid,,,2018-07-10,Ethan Freid,ref-0000166389.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001109469,<i>Adiantum capillus-veneris</i> grows in moist areas such as sinkhole walls in Dry Broadleaf Evergreen Formations. ,habitat,EN,Ethan Freid,,,2018-07-10,Ethan Freid,ref-0001109469.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000406800,"<i>Terminalia catappa</i> grows inhuman Altered environments including yards, roadsides, abandoned fields and the edges of Fresh Water Wetlands.",habitat,EN,Ethan Freid,,,2018-07-11,Ethan Freid,ref-0000406800.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000490091,<i>Pinus caribaea</i> var. <i>bahamensis</i> grows in Pine Woodlands.,habitat,EN,Ethan Freid,,,2018-07-11,Ethan Freid,ref-0000490091.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000590663,"<i>Casuarina equisetifolia</i> grows in Human Altered environments including yards, roadsides and cleared fields as well as along shorelines Dunes, Rocky Shores and coastal Dry Broadleaf Evergreen Formation – Palm Woodlands.",habitat,EN,Ethan Freid,,,2018-07-11,Ethan Freid,ref-0000590663.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000693641,<i>Galactia bahamensis</i> grows in and along the edges of Dry Broadleaf Evergreen Formation – Shrublands (scrublands) and Dwarf Shrublands near coastal zones. ,habitat,EN,Ethan Freid,,,2018-07-11,Ethan Freid,ref-0000693641.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000858715,<i>Cenchrus spinifex</i> grows in Dunes and Holocene sand substrate Palm Woodlands.,habitat,EN,Ethan Freid,,,2018-07-11,Ethan Freid,ref-0000858715.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001247448,"<i>Stigmaphyllon sagraeanum</i> grows climbing other trees and shrubs in Dry Broadleaf Evergreen Formation- Forests/Woodlands/Shrublands (coppice, scrublands).",habitat,EN,Ethan Freid,,,2018-07-11,Ethan Freid,ref-0001247448.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001296638,<i>Ipomoea pes-caprae</i> grows at the leading edge of Dunes. ,habitat,EN,Ethan Freid,,,2018-07-11,Ethan Freid,ref-0001296638.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001297070,<i>Jacquemontia cayensis</i> grows in coastal sandy soils.,habitat,EN,Ethan Freid,,,2018-07-11,Ethan Freid,ref-0001297070.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001297294,<i>Ipomoea imperati</i> grows in sandy coastal soil. ,habitat,EN,Ethan Freid,,,2018-07-11,Ethan Freid,ref-0001297294.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000175857,"<i>Desmanthus virgatus</i> grows in Dry Broadleaf Evergreen Formation –Woodlands/Shrublands (scrublands) and along the edges of Human Altered environments (abandoned fields, edges of yards).",habitat,EN,Ethan Freid,,,2018-07-17,Ethan Freid,ref-0000175857.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001049596,<i>Guilandina ciliata</i> grows in Human Altered environments as well as coastal regions near Dunes.,habitat,EN,Ethan Freid,,,2018-07-17,Ethan Freid,ref-0001049596.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000422338,<i>Voyria parasitica</i> grows in organic humus layers in Dry Broadleaf Evergreen Formation – Forest/Shrubland (coppice).,habitat,EN,Ethan Freid,,,2018-07-20,Ethan Freid,ref-0000422338.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001232734,<i>Peltophorum dubium</i> var. <i>adnatum</i> grows in Dry Broadleaf Evergreen Formations – Shrublands (scrublands).,habitat,EN,Ethan Freid,,,2018-07-20,Ethan Freid,ref-0001232734.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000718115,"<i>Helicteres jamaicensis</i> grows in Dry Broadleaf Evergreen Formation-Forest/Woodland/Shrubland (coppice, scrublands). ",habitat,EN,Ethan Freid,,,2018-08-04,Ethan Freid,ref-0000718115.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000754602,<i>Agave nashii</i> grows in a sand/soil/limestone substrate in Dry Broadleaf Evergreen Formation – Dwarf Shrubland. ,habitat,EN,Ethan Freid,,,2018-08-04,Ethan Freid,ref-0000754602.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000953762,<i>Erithalis diffusa</i> grows primarily in coastal Dry Broadleaf Evergreen Formation –Shrublands (scrublands) on sand substrate and along Dune systems,habitat,EN,Ethan Freid,,,2018-08-04,Ethan Freid,ref-0000953762.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000963095,<i>Euphorbia longinsulicola</i> grows on Dunes and early Holocene coastal sandy/rocky outcroppings. ,habitat,EN,Ethan Freid,,,2018-08-04,Ethan Freid,ref-0000963095.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001046047,"<i>Iresine flavescens</i> grows in saline areas along the coast or edges of Mangrove flats, rocky outcroppings, dunes, and Pine Woodlands as well as Dry Broadleaf Evergreen Formation – Shrublands (coppice). ",habitat,EN,Ethan Freid,,,2018-08-04,Ethan Freid,ref-0001046047.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001091400,"<i>Passiflora pectinata</i> grows in sandy substrates along coastlines including Dunes, and Dry Broadleaf Evergreen Formations – Palm Shrublands.",habitat,EN,Ethan Freid,,,2018-08-04,Ethan Freid,ref-0001091400.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000923925,<i>Casearia nitida</i> grows in Dry Broadleaf Evergreen Formations – Forest/Shrubland (coppice). ,habitat,EN,Ethan Freid,,,2018-08-05,Ethan Freid,ref-0000923925.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001296659,"<i>Evolvulus alsinoides</i> grows in exposed rocky soil and Human Altered environments (yards, roadsides).",habitat,EN,Ethan Freid,,,2018-08-05,Ethan Freid,ref-0001296659.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001297240,"<i>Evolvulus nummularius</i> grows in exposed rocky soil, Human Altered environments (fields, roadsides).",habitat,EN,Ethan Freid,,,2018-08-05,Ethan Freid,ref-0001297240.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000229168,"<i>Lippia stoechadifolia</i> grows in wet locations along the edges of ponds and Ephemeral Fresh Water Wetlands, <i>Sabal palmetto</i> savannahs and Human Altered environments.",habitat,EN,Ethan Freid,,,2018-08-06,Ethan Freid,ref-0000229168.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000249454,<i>Nashia inaguensis</i> grows in Dry Broadleaf Evergreen Formation – Shrubland/Dwarf Shrublands.,habitat,EN,Ethan Freid,,,2018-08-06,Ethan Freid,ref-0000249454.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000174148,<i>Neptunia plena</i> grows at the edge of or in Fresh Water permanent and ephemeral Wetlands.,habitat,EN,Ethan Freid,,,2019-01-13,Ethan Freid,ref-0000174148.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000962344,"<i>Euphorbia graminea</i> grows in Human Altered environments (yards, abandoned fields, nurseries).",habitat,EN,Ethan Freid,,,2020-01-11,Ethan Freid,ref-0000962344.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000173879,<i>Ateleia gummifera</i> grows in Dry Broadleaf Evergreen Formations – Forests/Shrublands (Coppice) and Pine Woodlands.,habitat,EN,Ethan Freid,,,2020-03-09,Ethan Freid,ref-0000173879.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000337742,<i>Aechmea lingulata</i> grows as an epiphyte on trees and shrubs in Mangrove and Fresh Water wetlands as well as very wet coppices. ,habitat,EN,Ethan Freid,,,2020-03-27,Ethan Freid,ref-0000337742.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000927840,<i>Croton discolor</i> grows on a limestone substrate in Dry Broadleaf Evergreen Formations - Shrublands (scrubland coppice). ,habitat,EN,Ethan Freid,,,2020-03-27,Ethan Freid,ref-0000927840.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000147424,<i>Marsilea nashii</i> grows in sandy soil in ephemeral Fresh Water Wetlands typically with <i>Sabal palmetto</i>.,habitat,EN,Ethan Freid,,,2020-03-28,Ethan Freid,ref-0000147424.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000522793,<i>Agalinis maritima</i> grows at the edge of or in fresh water ephemeral wetlands.,habitat,EN,Ethan Freid,,,2020-03-28,Ethan Freid,ref-0000522793.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000904060,<i>Xylosma buxifolia</i> grows in Dry Broadleaf Evergreen Formations – Forest/Shrubland (coppice).,habitat,EN,Ethan Freid,,,2020-03-28,Ethan Freid,ref-0000904060.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000931277,<i>Croton humilis</i> grows on a limestone substrate along the edges of Dry Broadleaf Evergreen Formations - Forests and Shrublands (coppice).,habitat,EN,Ethan Freid,,,2020-03-28,Ethan Freid,ref-0000931277.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000932214,<i>Croton rosmarinoides</i> grows on a limestone substrate of Dry Broadleaf Evergreen Formations - Shrublands (scrubland coppice). ,habitat,EN,Ethan Freid,,,2020-03-28,Ethan Freid,ref-0000932214.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001277401,"<i>Vachellia acuifera</i> grows in Dry Broadleaf Evergreen Formations- Forest/Shrublands (coppice), and Pine Woodlands",habitat,EN,Ethan Freid,,,2020-03-28,Ethan Freid,ref-0001277401.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000283898,<i>Pseudocarpidium wrightii</i> grows in Dry Broadleaf Evergreen Formations - Shrublands (scrubland coppice).,habitat,EN,Ethan Freid,,,2020-03-29,Ethan Freid,ref-0000283898.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000626431,<i>Crossopetalum coriaceum</i> grows in sand and limestone in Dry Broadleaf Evergreen Formation – Shrubland (coppice).,habitat,EN,Ethan Freid,,,2020-03-29,Ethan Freid,ref-0000626431.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000626449,<i>Crossopetalum iliciifolium</i> grows along the ground in Dry Broadleaf Evergreen Formation – Forest/Shrubland (Coppice) on limestone substrate and in Pine Woodlands.,habitat,EN,Ethan Freid,,,2020-03-29,Ethan Freid,ref-0000626449.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000002270,<i>Vernonia blodgettii</i> grows in Pine Woodlands and along roadsides.,habitat,EN,Ethan Freid,,,2020-03-30,Ethan Freid,ref-0000002270.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000051035,"<i>Cyanthillium cinereum</i> occurs in Human Altered environments (roadsides, fields, yards).",habitat,EN,Ethan Freid,,,2020-03-30,Ethan Freid,ref-0000051035.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000179216,<i>Clitoria ternatea</i> grows in Human Altered environments and is commonly grown as an ornamental climber.,habitat,EN,Ethan Freid,,,2020-03-30,Ethan Freid,ref-0000179216.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000475648,"<i>Piriqueta cistoides</i> grows in Human Altered environments (roadsides, houses, abandoned fields), Pine Woodlands, as well as long the edges of Dry Broadleaf Evergreen Formation – Woodlands/Shrublands.",habitat,EN,Ethan Freid,,,2020-03-30,Ethan Freid,ref-0000475648.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001287101,<i>Mammillaria nivosa</i> grows in exposed locations such as rock flats.,habitat,EN,Ethan Freid,,,2020-03-30,Ethan Freid,ref-0001287101.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000493405,"<i>Serjania diversifolia</i> grows climbing other trees and shrubs in Dry Broadleaf Evergreen Formation- Forests/Woodlands/Shrublands (coppice, scrublands).",habitat,EN,Ethan Freid,,,2020-03-31,Ethan Freid,ref-0000493405.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000531010,<i>Ammannia latifolia</i> grows in Fresh Water Wetlands including <i>Sabal palmetto</i> areas.,habitat,EN,Ethan Freid,,,2020-03-31,Ethan Freid,ref-0000531010.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000613171,"<i>Coccoloba krugii</i> grows in Dry Broadleaf Evergreen Formation- Forest/Woodlands/Shrublands/Dwarf Shrublands (coppice, scrublands).",habitat,EN,Ethan Freid,,,2020-03-31,Ethan Freid,ref-0000613171.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000613416,"<i>Coccoloba swartzii</i> grows in Dry Broadleaf Evergreen Formation- Forest/Woodlands/Shrublands/Dwarf Shrublands (coppice, scrublands).",habitat,EN,Ethan Freid,,,2020-03-31,Ethan Freid,ref-0000613416.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000953789,<i>Ernodea cokeri</i> grows in Pine Woodlands.,habitat,EN,Ethan Freid,,,2020-03-31,Ethan Freid,ref-0000953789.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000953790,<i>Ernodea gigantea</i> grows along the edges of Dry Broadleaf Evergreen Formations – Shrublands (scrub coppice).,habitat,EN,Ethan Freid,,,2020-03-31,Ethan Freid,ref-0000953790.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000307472,<i>Scolosanthus bahamensis</i> grows in limestone substrate in open Dry Broadleaf Evergreen Formation – Forests/Woodlands/Shrubland (coppice) and Pine Woodlands.,habitat,EN,Ethan Freid,,,2020-04-01,Ethan Freid,ref-0000307472.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000312412,<i>Spermacoce felis-insulae</i> grows in Dunes.,habitat,EN,Ethan Freid,,,2020-04-01,Ethan Freid,ref-0000312412.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000312796,"<i>Spermacoce tenuior</i> grows in open areas in Human Altered environments (yards, roadsides, disturbed areas).",habitat,EN,Ethan Freid,,,2020-04-01,Ethan Freid,ref-0000312796.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000316671,<i>Stenostomum myrtifolium</i> grows in sand substrate in open Dry Broadleaf Evergreen Formation – Forests/Woodlands/Shrubland (coppice) and less commonly in Pine Woodlands.,habitat,EN,Ethan Freid,,,2020-04-01,Ethan Freid,ref-0000316671.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000953792,<i>Ernodea millspaughii</i> grows in sand substrate typically in Dune systems as well as in open Dry Broadleaf Evergreen Formation – Shrubland that are on a sand substrate.,habitat,EN,Ethan Freid,,,2020-04-01,Ethan Freid,ref-0000953792.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000953794,<i>Ernodea nashii</i> grows in sand substrate typically behind dune systems as well as in open Dry Broadleaf Evergreen Formation – Shrubland that are on a sand substrate.,habitat,EN,Ethan Freid,,,2020-04-01,Ethan Freid,ref-0000953794.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000953799,<i>Ernodea serratifolia</i> grows in open areas of Dry Broadleaf Evergreen Formation – Woodland/Shrublands. Tending to rocky soils and Human Altered environments such as old roads.,habitat,EN,Ethan Freid,,,2020-04-01,Ethan Freid,ref-0000953799.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000968435,"<i>Galium bermudense</i> grows in Pine Woodlands, and Dry Broadleaf Evergreen Formation – Woodlands (open coppice).",habitat,EN,Ethan Freid,,,2020-04-01,Ethan Freid,ref-0000968435.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000307879,<i>Scutellaria havanensis</i> grows along the edges of Dry Broadleaf Evergreen Formations- Forests/Shrublands (coppice) and in Pine Woodlands.,habitat,EN,Ethan Freid,,,2020-04-02,Ethan Freid,ref-0000307879.02,Leon Levy Native Plant Preserve.,All rights Preserved
