WFO_ID,Vernacular,Devnagari,Transliteration,ScientificName,NamepublishedIn,rights,license,bibliographicCitation,compiler
wfo-0001019298,लाङ्थाङ्ग  (Langthang: Gurung),लाङ्थाङ्ग ,Langthang: Gurung,Anisodus stramoniifolius (Wall.) G.Don,Hort. Brit. [Loudon] :61. 1830.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001019299,थाँग–दोङ्ग नाग्पो  (Thang-dong nagpo: Tibetan),थाँग–दोङ्ग नाग्पो ,Thang-dong nagpo: Tibetan,Anisodus tanguticus (Maxim.) Pascher ,Repert. Spec. Nov. Regni Veg. 7: 167. 1909.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001019783,धतुरे पूmल  (Dhature phool),धतुरे पूmल ,Dhature phool,Brugmansia suaveolens (Humb. & Bonpl. ex Willd.) Sweet,Hort. Suburb. Lond. 41. 1818. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001020453,"दिनको राजा, हस्ना पूmल  (Dinko raja, Hasna phool)","दिनको राजा, हस्ना पूmल ","Dinko raja, Hasna phool",Cestrum diurnum L. ,Sp. Pl. 1: 191. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001020728,"रातकि रानी, हस्ना  (Ratki rani, Hasna)","रातकि रानी, हस्ना ","Ratki rani, Hasna",Cestrum nocturnum L. ,Sp. Pl. 1: 191. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001021339,कालो धतुरो  (Kalo dhaturo),कालो धतुरो ,Kalo dhaturo,Datura metel L. ,Sp. Pl. 1: 179. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001021374,सेतो धतुरो  (Seto dhaturo),सेतो धतुरो ,Seto dhaturo,Datura stramonium L. ,Sp. Pl. 1: 179. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001021850,"बजरभाङ, खुर्सानी अजवान  (Bajarbhang, Khursani ajawan)","बजरभाङ, खुर्सानी अजवान ","Bajarbhang, Khursani ajawan",Hyoscyamus niger L. ,Sp. Pl. 1: 179. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001022294,वन बिही  (Ban bihi),वन बिही ,Ban bihi,Lycianthes crassipetala (Wall.) R.R.Mill ,Edinburgh J. Bot. 57(3): 465. 2000. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001023493,लक्ष्मण काँडा  (Laxman kanda),लक्ष्मण काँडा ,Laxman kanda,Mandragora caulescens C.B.Clarke ,Fl. Brit. India 4: 242. 1883.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001023631,इश्मगोली  (Ishmagoli),इश्मगोली ,Ishmagoli,Nicandra physalodes (L.) Gaertn. ,Fruct. Sem. Pl. 2: 237. pl. 131. f. 2. 1791. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001023911,जङ्गली सुर्ती (Janagali surtee),जङ्गली सुर्ती,Janagali surtee,Nicotiana plumbaginifolia Viv. ,Elench. Pl. Dinegro 26. 1802.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001023987,"सुर्ती, लाम्पाते सुर्ती  (Surtee, Lampate surtee)","सुर्ती, लाम्पाते सुर्ती ","Surtee, Lampate surtee",Nicotiana tabacum L. ,Sp. Pl. 1: 180. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001024566,जङ्गली मेवा  (Jangali mewa),जङ्गली मेवा ,Jangali mewa,Physalis angulata L. ,Sp. Pl. 1: 183. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001024716,"फोपतेक, गोलभेँडे झार, पटपटे  (Foptek, Golbhende jhar, Patpate)","फोपतेक, गोलभेँडे झार, पटपटे ","Foptek, Golbhende jhar, Patpate",Physalis halicacabum Crantz,Inst. Rei Herb. 2: 370. 1766. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001024896,"जङ्गली मेवा, रशभरी  (Jangali mewa, Rashbharee)","जङ्गली मेवा, रशभरी ","Jangali mewa, Rashbharee",Physalis peruviana L. ,Sp. Pl. (ed. 2) 2: 1670. 1763. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001025714,"कन्टकारी, कटैया  (Kantakari, Kataiya)","कन्टकारी, कटैया ","Kantakari, Kataiya",Solanum aculeatissimum Jacq. ,"Icon. Pl. Rar. 1: 5, pl. 41. 1781. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001025878,"जङ्गली बिही, काली गेडी  (Jangali bihi, Kali gedi)","जङ्गली बिही, काली गेडी ","Jangali bihi, Kali gedi",Solanum americanum Mill.,Gard. Dict. (ed. 8) no. 5. 1768.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001026208,"ठूलो बिही, निलो बिही  (Thulo bihi, Nilo bihi)","ठूलो बिही, निलो बिही ","Thulo bihi, Nilo bihi",Solanum anguivi Lam. ,Tabl. Encycl. 2: 23. 1794. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001027834,दुुर्सुल  (Dursul),दुुर्सुल ,Dursul,Solanum erianthum D.Don,Prodr. Fl. Nepal. 96. 1825.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001029815,"कालो बिही, काली गेडी  (Kalo bihee, Kali gedi)","कालो बिही, काली गेडी ","Kalo bihee, Kali gedi",Solanum nigrum L. ,Sp. Pl. 1: 186. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001030583,"बिही, खोर्साने झार  (Bihi, Khorsane jhar)","बिही, खोर्साने झार ","Bihi, Khorsane jhar",Solanum pseudocapsicum L. ,Sp. Pl. 1: 184. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001031795,"ठूलो बिही, सेती बिही  (Thulo bihi, Seti bihi)","ठूलो बिही, सेती बिही ","Thulo bihi, Seti bihi",Solanum torvum Sw. ,Prodr. 47. 1788. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001032367,काँडे भन्टा  (Kande bhanta),काँडे भन्टा ,Kande bhanta,Solanum viarum Dunal ,Prodr. 13(1): 240. 1852. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001032445,कन्टकारी  (Kantakari),कन्टकारी ,Kantakari,Solanum virginianum L.,Sp. Pl. 1: 187. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001032734,अश्वगन्धा  (Aswagandha),अश्वगन्धा ,Aswagandha,Withania coagulans (Stocks) Dunal,Prodr. 13(1): 685. 1852.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000507981,पानी मरिच  (Pani marich),पानी मरिच ,Pani marich,Sphenoclea zeylanica Gaertn. ,Fruct. Sem. Pl. 1: 113. 1788.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000726697,सिम निले  (Sim nile),सिम निले ,Sim nile,Hydrolea zeylanica (L.) Vahl ,Symb. Bot. 2: 46. 1791.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001341237,"पहेँलो जाई, लहरे जाई  (Pahenlo jai, Lahare jai)","पहेँलो जाई, लहरे जाई ","Pahenlo jai, Lahare jai",Chrysojasminum humile (L.) Banfi,Nat. Hist. Sci. 1(1): 5. 2014.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000832545,लाँकुरी  (Lankuri),लाँकुरी ,Lankuri,Fraxinus floribunda Wall.,Fl. Ind. 1: 150. 1820. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000813644,चमेली पूmल  (Chameli phool),चमेली पूmल ,Chameli phool,Jasminum arborescens Roxb. ,Fl. Ind. 1: 94. 1820. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000813646,जुही  (Juhi),जुही ,Juhi,Jasminum auriculatum Vahl ,Symb. Bot. 3: 1. 1794.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000814083,"लहरे जाई, चिनिया चमेली  (Lahare jai, Chiniya chameli)","लहरे जाई, चिनिया चमेली ","Lahare jai, Chiniya chameli",Jasminum dispermum Wall.,Fl. Ind. 1: 99. 1820. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000814059,बेली पूmल  (Beli phool),बेली पूmल ,Beli phool,Jasminum elongatum (P.J.Bergius) Willd. ,Sp. Pl. (ed. 4) 1(1): 37. 1797.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000813470,डबल जाई  (Dabal jai),डबल जाई ,Dabal jai,Jasminum mesnyi Hance ,J. Bot. 20: 37. 1882. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000813445,बेली पुष्प  (Beli puspa),बेली पुष्प ,Beli puspa,Jasminum multiflorum (Burm.f.) Andrews ,Bot. Repos. 8: t. 496. 1807. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000813335,वन जाई  (Ban jai),वन जाई ,Ban jai,Jasminum nepalense Spreng. ,Syst. Veg. 4(2): 12. 1827.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000813314,"चमेली, लहरे चमेली, लहरे जाई  (Chameli, Lahare chameli, Lahare jai)","चमेली, लहरे चमेली, लहरे जाई ","Chameli, Lahare chameli, Lahare jai",Jasminum officinale L. ,Sp. Pl. 1: 7. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000816186,कनिके पूmल  (Kanike phool),कनिके पूmल ,Kanike phool,Ligustrum compactum (Wall. ex G.Don) Hook.f. & Thomson ex Brandis ,Forest Fl. N.W. India 310. 1874.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000816187,कनिके पूmल  (Kanike phool),कनिके पूmल ,Kanike phool,Ligustrum confusum Decne. ,"Nouv. Arch. Mus. Hist. Nat. sér. 2, 2: 24. 1879. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000816323,कनिके  (Kanike),कनिके ,Kanike,Ligustrum nepalense Wall.,Fl. Ind. 1: 151. 1820. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
