Wfo,Distribution
wfo-0001032295,"Solanum velardei is narrowly distributed in Peru (Regions Apurímac and Cuzco); in a wide range of habitats from dry areas with xerophytic shrubs to moist, wooded ravines and in damp humus; [1800] 2450-3400 [3960] m."
wfo-0001028470,"Northern Peru (Depts. Cajamarca, Lambayeque and Piura), among bushes, in forests, on rocky slopes, 1650-3460 m in elevation."
wfo-0001026739,"Northern Peru (Dept. Cajamarca), rocky slopes, among bushes; 2200-3000 m in elevation."
wfo-0001028501,"Central to northern Peru (Depts. Ancash, Cajamarca and Lima), on rocky hills, among bushes and other herbaceous vegetation, 1800-3800 m in elevation."
wfo-0001028487,"Northern Peru (Dept. Amazonas), in humid forests or brushy slopes, 2750-3200 m in elevation."
wfo-0001026441,"Endemic to south central Peru (Dept. Ayacucho), restricted to the locality of Yanta Yanta, where it is extremely scarce; 2800-3000 m in elevation.
"
wfo-0001025700,"Peru (Depts. Arequipa, Ayacucho, Cajamarca and Tacna), on rocky cracks and humid places and in the shade, in rich soils, among herbs or shrubs, 2350-3900 m in elevation."
wfo-0001029546,"Central Bolivia (Dept. Cochabamba) to northern and western Argentina (Provs. Catamarca, La Rioja, Jujuy, Tucumán and Salta), in narrow humid quebradas, on the banks of streams, under the shade of trees and bushes, at the border of cultivations, in dense forests and woods, growing on dead trees or branches, high grassy mountain plains, in forests and woods; (1400) 1600-2900 (3850) m in elevation."
wfo-0001027624,"Peru (Depts. Ancash and Huánuco), on rocky slopes and among boulders; 3400-4400 m in elevation."
wfo-0001026529,"Western Bolivia (Dept. La Paz), south to northern Argentina (Provs. Catamarca, Jujuy and Salta), in generally dry rocky areas in the open or among spiny shrubs or cacti, along streamsides, or a weed at the edges of cultivations or roadsides, (1200) 1600-2100 (3950) m."
wfo-0001031252,"Central Peru (Dept. Lima), among rocks, 1600-2720 m in elevation."
wfo-0001026830,"Central Peru (Depts. Ancash and Lima), rocky slopes, on poor soil, among herbs or shrubs; 2350-3400 m in elevation."
wfo-0001027622,"Central Bolivia (Depts. Cochabamba, Chuquisaca, Santa Cruz), growing in sunny areas or in shade, on steep rocky slopes, sandy soil by streams; 2050-2600 m in elevation."
wfo-0001027146,"Northern South America from western Venezuela (Distrito Federal) to northern Peru (Dept. Cajamarca), in moist habitats, often in rich organic soils, in sunny openings in woods or at forest edges, or in pá;ramo among shrubs, often in disturbed habitats such as streamsides or roadsides or landslides, or in recently burned woods or forest clearings where populations can be extensive; 1800-3950 m in elevation. Plants previously identified as S. colombianum from Panama are now recognized as S. woodsonii.
"
wfo-0001025792,"In cultivations in the high Andean altiplano between southern Peru and central Bolivia, at elevations between 3700 and 4100 m."
wfo-0001028815,"In the high Andean altiplano between southern Peru and central Bolivia, in cultivations, 3700-4100 m in elevation."
wfo-0001025825,"Ecuador (Provs. Loja and Azuay), among bushes on slopes, 2350-3400 m in elevation."
wfo-0001031908,"Landrace populations of Solanum tuberosum grow from western Venezuela south to northern Argentina (Andean populations), and then with a gap of distribution in south-central Chile in the islands of the Chonos Archipelago and the adjacent mainland Chile (lowland Chilean populations), as cultivated plants; with the Andean populations growing from 1000-4300 m in elevation, and the lowland Chilean populations at or near sea level. Landrace populations are still maintained out of their natural range, introduced in post-Colombian times, in Mexico and Central America, the Shimla Hills of India, and in the Canary Islands. The modern cultivated potato (also classified as Solanum tuberosum), is cultivated worldwide."
wfo-0001030080,"Ecuador (Loja), and Peru (Lambayeque) amongst bushes in mist rain forests; 1200-2650 m in elevation."
wfo-0001032337,"Northern Argentina (Provs. Jujuy, Salta, Tucumán and Catamarca), in steep grassy mountain slopes, under bushes, growing in the sun but also in shaded valleys, in rich humid soil, at the edge of cultivations, along ditches; 2270-3600 m in elevation."
wfo-0001029003,"Endemic to central to southern Peru (Depts. Ayacucho, Cuzco, Huá;nuco, Junín and Pasco), in moist habitats, at forest edges; 670-4150 m in elevation.
"
wfo-0001029978,"Endemic to central Peru (Huá;nuco and La Libertad Departments), in moist habitats, often in rich organic soils, in sunny openings in woods or at forest edges, or in puna among shrubs, often in habitats such as streamsides or mountain slopes; 3260-3600 m in elevation.
"
wfo-0001027340,"Throughout the highlands of northern Peru to central Bolivia and very rarely in northern Argentina, in cultivations, above 3800 m. in elevation."
wfo-0001030989,"Endemic to central Peru (Dept. Huá;nuco, Prov. Pachitea), in moist and humid habitats, in forest margins associated with other Solanum species;2600-3000 m in elevation.
"
wfo-0001027010,"North and central Peru (Depts. Ancash, Cajamarca, Huánuco, La Libertad), on rocky or eroded slopes, poor soils or rich organic soils, margins of crop fields, among shrubs, 1500-3800 m in elevation with the majority of the populations growing between 2500-3300 m."
wfo-0001029299,"From western Argentina (Prov. Mendoza) to central and south Chile (Regions V, VII, VIII, IX, X). In Argentina in humid gorges close to rivers that carries water the whole year, under the shade of the vegetation, bushes or ferns, in sandy and stony soil, 1400-1820 m. In Chile, in coastal humid valleys, among rocks and sand, sea level to (estimated) 1200 m."
wfo-0001026946,"Widely distributed from southern Peru (Dept. Puno) to central Argentina (Depts. La Pampa and Buenos Aires), in a wide diversity of habitats, in full sun or in dense shade, in dry or moist areas, among bushes, in scrub or thorn forests or savannas, near the seashore, in moist subtropical forests, on rocky slopes, in cultivations, banana plantations, or roadsides, 0-3700 m in elevation. It has also escaped from cultivation outside its native range in the USA and Europe."
wfo-0001026613,"Narrow endemic from northern Bolivia (Dept. La Paz), Prov. Franz Tamayo, restricted to a single locality on a horse trail between Checke Checkeni and Chullumayu; 2000 m in elevation.
"
wfo-0001026686,"Endemic to southern Peru (Dept. Cuzco), in moist habitats, on forest margins; 2400-3650 m in elevation.
"
wfo-0001026996,"Endemic to southern Ecuador (Prov. El Oro), in grasslands and among bushes in the Andes, 3200-3450 m in elevation."
wfo-0001031871,"Northern Peru (Dept. Cajamarca), on slopes among shrubs, 2700-3450 m in elevation."
wfo-0001026717,"Endemic to northern Peru (Depts. Amazonas and Cajamarca), in moist habitats; 2600-3350 m in elevation.
"
wfo-0001028075,"South-central Bolivia (Depts. Cochabamba, Chuquisaca, Santa Cruz), among shrubs, spiny scrub and cacti, in forests, typically in dry environments, in humus, clay or rocky soil; 1450-3000 m in elevation."
wfo-0001030781,"Southern Peru (Depts. Cuzco, Apurímac, Puno) in a wide variety of habitats, often as a weed in cultivations, at the edge of forests, along roadsides, in rock piles or near stone walls, on eroded slopes, in rocky areas, among herbs and mosses, frequently among Stipa ichu, Schinus molle, puya, scrub, cacti, and trees, in full sun to deep shade, often in disturbed soil, also in rich humus or poor gravelly clay, in wet or dry soil; (2000) 2700-4500 m in elevation."
wfo-0001029084,"Endemic to southern Peru (Dept. Puno), in moist habitats, road sides and disturbed forests; 2900-3750 m in elevation.
"
wfo-0001028320,"Northern Peru (Regions Amazonas, La Libertad, and Ancash) in open grassy areas, under trees and shrubs, and on talus slopes; [2850] 3200-3900 [4700] m in elevation."
wfo-0001031310,"From northern Peru (Dept. Cajamarca), south to central Peru (Dept. Lima), growing in grasslands, jalca formations, brush fields, or altiplano, often with Stipa ichu (Ruiz & Pav.) Kunth, among rocks, in clay or sandy soil; 2800-4100 m in elevation."
wfo-0001029780,"Endemic to central Bolivia (Dept. Santa Cruz), dry forests, in shade of thorn trees, 1400-1700 m in elevation."
wfo-0001026656,"Bolivia (Dept. La Paz, near the border with Peru), south to northwest Argentina (Prov. San Juan); in sunny fields, grasslands, in the partial shade of cacti or bushes or in woodlands, at the border of or sometimes invading cultivations, in dry rocky areas, or in alluvial sandy soil, or rich soil, in steep valleys and streamsides, and along roadsides; (1500) 2000-4180 m."
wfo-0001030057,"Endemic to Bolivia (Depts. La Paz, Cochabamba, Chuquisaca), growing in sunny fields, cultivations, among bushes, or in shade of trees, in rocky soils of rich soils; 2450-3200 m in elevation."
wfo-0001032407,"Southern Peru (Dept. Cuzco) to central Bolivia (Dept. Cochabamba), in moist habitats, often in rich organic soils, in sunny openings in woods or at forest edges, or montane forest shrubs, often in disturbed habitats such as streamsides or roadsides or landslides; 1800-3800 m in elevation."
wfo-0001025644,"Only known from western Argentina (Prov. La Rioja), in generally dry rocky areas in the open or among spiny shrubs or cacti, or as a weed in orchards or the edges of cultivations; (1200) 1600-2100 (3950) m in elevation."
wfo-0001032524,"Endemic to central Peru (Dept. Lima), on the lomas and uplands on the western slopes of the Andes. The lomas populations may now be extinct (Ochoa, 1999). In open areas or at the borders of forests, in sandy clay or rocky soil, on cliffs or hillsides; 30-500 m in elevation in the coastal lomas, and 2200-3400 m in elevation in the uplands."
wfo-0001029692,"Endemic to central Peru from the Departments of Ancash, Huancavelica, and Lima; in a wide range of habitats, often among rocks and among boulders, and in from grasslands, among cacti or shrubs and herbs; 2675-3900 m.
"
wfo-0001025908,"Endemic to northcentral Peru (Departments of Ancash and La Libertad) in sunny grassy areas and in the shade of bushes and trees and on riverbanks in humid soil, and among rocks and on rocky slopes, from (2600) 3000-3800 m in elevation.
"
wfo-0001030842,"Endemic to south-central Peru (Departments of Ayacucho and Junín) among bushes and trees in humid soil, from 2100-3100 m in elevation.
"
wfo-0001029075,"Endemic to Peru (Dept. Cuzco), among bushes or cacti, among loose stones, on rocky slopes, often in dry environments, in sandy or rocky soil; 2510-3460 m in elevation."
wfo-0001028572,"Narrowly distributed in southern Peru (Dept. Cuzco) as a weed in open grassy areas and around archaeological sites; (2000) 3800-3900 m in elevation.
"
wfo-0001030407,"Southern Peru (Depts. Apurímac and Cuzco), along roadsides and disturbed forests; 2700-2850 m in elevation.
"
wfo-0001026819,"From central Peru (Depts. Ancash and Huanuco), south to extreme northwestern Bolivia (Dept. La Paz , near the border with Peru); in a wide range of habitats from roadsides, fields, in rich and poor soils, among grasses, streamsides, about and invading cultivations, in pockets of and bases of cliff faces, fields, and in high altitude grasslands with Stipu ichu; 1600-4400 m.
"
wfo-0001028660,"From central Bolivia to northern Argentina, in dry rocky areas without vegetation, among spiny shrubs or cacti, or at the edges of cultivations or roadsides, occasionally within a cultivated field, in river beds or along streamsides, often in disturbed soil; 2350-4300 m in elevation."
