taxonID,description,type,source,language, 
wfo-0000234691,"A shrub or small evergreen tree 3-6 m high in Pakistan, elsewhere up to 20 m. Stems fluted in age. Bark rough, dark grey, thin. Wood white. Young shoots, petioles, leaves and inflorescences fulvous- to ferruginous-pubescent. Leaves alternate or subopposite. Petioles 1-4 (-7) cm long. Leaf-blades ovate to ovate-lanceolate, 5-15 x 2-9 cm, acute or subacutely shortly acuminate, subentire, cuneate, rounded or subtruncate at the base, triplinerved from the base, lateral nerves 3-8 pairs, tertiary nerves ± parallel, glabrous above, with a pair of large glands at the base, sparingly pubescent and minutely reddish-gland-dotted beneath, glaucous. Stipules minute, fugacious. Male inflorescences terminal, spicate or racemose, often clustered and appearing as if paniculate, up to 7 cm long, dense-flowered; bracts triangular, 1 mm long, persistent. Male flowers subsessile, or with pedicels 1 mm long; calyx-lobes ovate-lanceolate to lanceolate, 3 x 1-1.5 mm, acute, pubescent, glandular; stamens c. 30, 3 mm long, anthers 1 mm long, with a few apical glands; disc minute, central. Female inflorescences ± as in the ♂, but shorter and less crowded. Female flowers sessile or subsessile; calyx-lobes 3-5, triangular-ovate, 1.5 mm long, closely adpressed to the ovary, subpersistent, otherwise as in the ♂; ovary subglobose, c. 1 mm diam., pubescent and densely red-glandular; styles 2-3 mm long, plumose, green. Fruit trilobite-subglobose, occasionally quadrilobate, 8-10 x 6-7 mm, ± smooth, densely covered with crimson granular glands, which rub off, loculicidally dehiscent. Seeds subglobose, c. 4 mm diam., ± smooth, black.",general,ref_wfo-0000234691,English,12800076
wfo-0000962471,"An erect sparingly pilose to glabrescent bright green fleshy annual herb up to 50 cm tall, but more commonly 10-30 cm tall. Stem-leaves alternate, shortly petiolate, the petioles 1-2 mm long; leaf-blades obovate-spathulate, 1-3 (-4.5) x 0.5-1.5 (-2) cm, obtuse, rounded or retuse at the apex, tapered to the base, serrulate towards the apex, otherwise entire, readily deciduous, leaving scars. Pseudumbel flat, 5-rayed, the rays trifid then once or twice bind, usually without axillary rays below the pseudumbel; pseudumbel-leaves 5, whorled, similar to the upper stem-leaves but often slightly larger; ray-leaves whorled in 3’s or opposite, the lower obliquely obovate to elliptic-ovate and asymmetric at the base, comparable to the upper stem-leaves in size, the upper ± suborbicular and progressively smaller. Cyathia very shortly pedunculate to subsessile. Glands transversely ovate, greenish. Fruit roundly triobate with deep grooves and subglobose cocci, 2.5-3 x 2.5-3.5 mm, ± smooth, glabrous, pale green. Styles spreading, recurved, united at the base, 0.75 mm long, bipartite, the stigmas slightly swollen. Seeds ovoid, 2 x 13 mm, strongly reticulate, dark brown, obtusely apiculate with a flat, adpressed, transversely ovate caruncle.",general,ref_wfo-0000962471,English,12800153
wfo-0000962515,"An erect subglabrous or sparingly-pubescent annual up to 90 cm tall. Leaves mostly opposite, all petiolate, the petioles up to 4 cm long. Leaf-blades variable, elliptic-obovate to elliptic-oblanceolate or sometimes narrowly-lanceolate, 1-15 x 0.5-8 cm, the upper often narrower than the lower, acute, subacute or obtuse at the apex, cuneate or rounded-cuneate at the base, entire, denticulate or dentate, lateral nerves up to 20 pairs, subglabrous and dull green above, sparingly-puberulous and paler beneath, the upper leaves sometimes faintly purplish-blotched at the base. Stipules sessile, glandular. Inflorescence a pseudo-dichasium or rarely a triradiate pseudopleiochasium, with the cyathia aggregated together in dense terminal clusters. Glands 1-2 (-3), stipitate, circular, concave. Fruits roundly trilobate, 4-4.5 x 5-5.5 mm, smooth, glabrous. Styles connate at the base, 1 mm long, bifid. Seeds is quadrangular-ovoid, basally truncate, 2-2.5 x 1.5-2 mm, coarsely bluntly tuberculate, dark brown, ecarunculate.",general,ref_wfo-0000962515,English,12800154
wfo-0000963597,"An open-crowned succulent-branched spiny, glabrous, deciduous tree up to c. 9 m tall and 1 m in girth. Bark thick, rough. Branches ± terete, 2.5 cm thick, with paws of sharp stipular spines arising from spirally-arranged tubercles. Leaves alternate, sessile or subsessile. Leaf-blades oboyate-spathulate to oblanceolate, 10-25 x 3-8 cm, rounded or retuse at the apex, tapered to the base, entire, lateral nerves 6-8 pairs, obscure, thick, fleshy, with the midrib prominent beneath. Stipules spiny. c. 5 mm long, paired on each spine-shield. Cyathia in axillary pedunculate ‘cymes’ of 3 each, towards the tips of the branches, reddish; peduncles c. 1 cm long; cyathophylls 1-2 mm long, scarious. Glands transversely oblong, yellowish. Fruits triradiate, the lobes laterally compressed, c. 6 x 13 mm, smooth, glabrous, exsert on a pedicel, c. 1 cm long. Styles stout, united to above the middle, c. 2 mm long. Seeds ovoid-quadrangular, 4 mm long, smooth.",general,ref_wfo-0000963597,English,12800166
wfo-0000967228,"Very like 1, but a rigid shrub with pale grey or whitish branches bearing thorny lateral branchlets, having narrowly obovate-spathulate, retuse or obcordate leaves rarely exceeding 2.5 cm in length, which tend to be somewhat shiny above.",general,ref_wfo-0000967228,English,12800190
wfo-0000288964,"A dioecious tree up to 15 m with pendent branches. Bark yellowish-grey, ± smooth. Wood whitish, close-grained, hard. Twigs sparingly pubescent. Petioles 5-10 mm long, evenly pubescent. Leaves elliptic-lanceolate, 2–9 x 1–4 cm, obtuse or subacute, oblique at the base, shallowly crenate-serrate and undulate, lateral nerves 10-20 pairs, tertiary nerve-network reticulate, pubescent when young, soon glabrescent, dark green, glossy above. Stipules narrowly lanceolate, 1 mm long; acute, caducous. Male fascicles dense, 5–8 mm across. Male flowers: calyx-lobes ovate or oblong, 2 x 1–1.5 mm, ciliate, yellowish-green; filaments very short; anthers 2 x 1.5 mm., ciliate, yellow. Female flowers: pedicels 5–40 mm long, extending to 1–2 cm long in fruit; calyx-lobes as in the ♂; ovary ovoid, tapering into the style, 2 x 1.5 mm, whitish-tomentose, 3-celled; style 3–4 mm long, stigmas cuneate, flabelliform. Fruit ovoid-ellipsoid, pointed at both ends, c. 1.5 x 1 cm, white-tomentose; endocarp rugose, c. 1 nun thick. Seed ovoid, c. 1.3 x 0.8 cm, with a pale exotesta and a darker endotesta.",general,ref_wfo-0000288964,English,12800269
wfo-0000272302,"A monoecious annual or sometimes perennial decumbent or erect, usually glabrous, sometimes puberulous or hispid herb up to 30 cm, sometimes taller, with angular branches. Cataphylls borne 1-2 mm clear of their stipules on the intermediate shoots, triangular-lanceolate, c. 1 mm long, acute, subentire. Foliage leaves: petioles 0.5 mm long; leaf-blades oblong, oblong-oblanceolate or linear-oblong, 5-16 x 2-9 mm, usually rounded at apex and base, ± entire but often with minute tooth-like hairs around the margin, membranous, lateral nerves c. 6 pairs, distinct, glaucous beneath, folding upwards when touched. Stipules of the cataphylls lanceolate, 2 mm long, acuminate, auriculate-sagittate; those of the leaves triangular-lanceolate, 0.5-1 mm long, unequal, not auriculate, stramineous. Proximal nodes ♀, distal ♂. Male flowers: pedicels articulate above the middle; sepals 6, obovate, 0.5 mm long, obtuse, glabrous, pale yellow; disc-glands 6, rounded, papillose; stamens 3, filaments united into a short column, anthers sessile but not fused together, erect, vertically dehiscent. Female flowers: pedicels very short and thick or flowers ± sessile; sepals 6, oblong-lanceolate, 1 mm long, obtuse or subacute, subglabrous, yellowish with a reddish-olive midrib; disc flat, irregularly 9-lobed; ovary subglobose, 1 mm diam, verruculose; styles 3, very short, closely oppressed to the top of the ovary, bifid, the segments recurved. Fruit somewhat depressed-subglobose,. shallowly hexalobate, 2.5 mm diam., sparingly beset with short transverse rows of flattened triangular tubercles, olivaceous, stramineous or reddish. Seeds 1.3 x l x 1 mm, transversely ridged, with c. 15 ridges on the back and fewer on the sides, yellowish-brown.",general,ref_wfo-0000272302,English,12800361
wfo-0000219712,"A shrub up to 1.5 m tall. Young shoots and petioles sparingly pubescent, otherwise plant glabrous. Petioles 1-2.5 cm. Leaf-blades obovate to oblanceolate or subpanduriform, 6-10 (-13) x 1.5-5 cm, acutely cuspidate-acuminate, narrowed to the base, entire except sometimes at the base which may be glandular-denticulate, 3-7-nerved from the base and with 8-12 pairs of lateral nerves, not prominent. Stipules subulate, 1 mm long. Inflorescences subterminal, subcorymbiform, 8-13 cm long with a clear peduncle 5-8 cm long; bracts linear-lanceolate, 2-10 mm long, subentire. Male flowers: pedicels 1-2 mm long; calyx-lobes ovate-triangular, 1 x 1 mm, subacute or obtuse, entire; petals oblanceolate, 10-11 x 4-5 mm, rounded, pink or scarlet; disc-glands free, flattened, rounded; stamens 10, the 5 outer 5 mm long, the 5 inner 1 cm long, anthers 1 mm long. Female flowers: pedicels 5.mm long; calyx-lobes lanceolate, 2 x 1 mm, acute or subacute, entire; corolla and disc ± as in the ♂ flowers; ovary ovoid, 2 x 1.5 mm; styles 3 mm long, deeply bifid. Fruit rounded-trigonous, c. 1 x 1 cm., septicidally and loculicidally dehiscent. Seeds ovoid-ellipsoid, 8-9 x 5 mm, buff-coloured, mottled blackish-brown; caruncle bifid, 2 mm wide.",general,ref_wfo-0000219712,English,12802176
wfo-0000964699,"Acompletely glabrous much-branched prostrate annual herb with stems to c. 25 cm long, rooting at the nodes. Petioles 0.5-1 mm long. Leaf-blades suborbicular-ovate, 1-5 x 1-4.5 mm, rounded to emarginated at the apex, obliquely shallowly cordate at the base, entire, pale green. Stipules interpetiolar, fused above and beneath to form a triangular laciniate or fimbriate white scale 0.5 mm long. Cyathia axillary, solitary, in the uppermost axils; glands transversely ovate or oblong, purplish, with narrow, subentire white appendages. Frutis trigonous, keels carinate, 1.2 x 1.5 mm, smooth. Seeds ovoid, quadrangular, 0.8 x 0.5 mm, smooth, pinkish-brown.",general,ref_wfo-0000964699,English,12802287
wfo-0000713465,"Perennial, 20-35 cm with a branched woody stock, covered with remains leaf bases. Stems erect, scarcely branched, purplish, glabrous to sparsely glandular pubescent below, glandular-pubescent above. Leaves congested radically, few smaller above. Radical leaves 20-45 x 2-6 mm, oblong to oblong-spathulate glabrous, apex subacute to obtuse, sometimes with a mucronate tip, base attenuate) Cauline leaves 1-3 pairs, linear-lanceolate, glabrous. Bracts similar to cauline leaves, but with scarious margins. Flowers white, in compact cymules forming heads. Pedicel 1-2 mm, glandular-pubescent. Calyx 3-3.5 mm, campanulate glabrous; teeth ovate, almost 1/2 the length of the calyx, obtuse, with a scarious margin, nerves broad with scarious intervals. Petals exceeding the calyx, oblong-obovate, obtuse, narrow at the base. Capsule 3-4 mm in diameter, subglobose Seeds tuberculate.",general,ref_wfo-0000713465,English,6302665
wfo-0001292065,"Annual up to 30 cm or more. Stem weak, simple or branched, thin striate, glabrous below, glandular above. Leaves oblong to oblong-lanceolate, with small teeth-like pubescence on the margin. Inflorescence lax, paniculate, few-flowered. Pedicels densely glandular; bracts foliaceous. Calyx cylindrical. Sepals 4-5 mm, oblong to lanceolate, acute with a scarious margins, glandular. Petals pale pink, as long as or longer than the sepals, deeply toothed at apex. Seeds subreniform, finely tuberculate.",general,ref_wfo-0001292065,English,6302764
wfo-0000438676,"Annual, 6-20 cm tall. Stem simple or branched, erect, glandular-pubescent, viscid. Leaves c. 25 mm long, linear-lanceolate, base sessile, pubescent. Bracts linear. Inflorescence dichasial. Calyx 8-12 mm, conical, glandular-pubescent especially along the nerves, teeth lanceolate, 15-20-nerved. Petals white-pink obovate-cuneate, limb entire. Coronal scales oblong. Carporphore c. 1 mm. Capsule c. 10 mm, oblong-conical, included in the calyx.",general,ref_wfo-0000438676,English,6302937
wfo-0000464914,"10-15 cm tall, di or trichotomously branched, fleshy, somewhat papillose-hairy annual. Stem and branches jointed at nodes, with 3-9.5 mm long internodes, glabrous. Leaves somewhat fascicueate, sessile, basal obovate-spathulate, 943 mm long, 2-3 mm wide, cauline leaves linear-oblong, 8-18 mm long, fleshy, entire, obtuse, somewhat papillose-scabrous; stipules lanceolate, lacerate, 1.5-2.5 mm long, whitish membranous, persistent. Peduncle inflated, broadly obovate, swollen and hollow, 5-9 mm long, 4-6 mm wide (in W. Pakistan), minutely papillate-hairy, falling with the fruit. Flowers green, bracts minutely pubescent, 5-9 mm long, with spirally arranged, broadly membranous winged uncinate spines. Sepal slightly united at the base, 4-6 mm long, connivent, papillate-hairy, acu¬minate, 2 outer stiff, linear-oblong, dorsally keeled, with the acumen broadly winged, the 2 inner ovate-lanceolate, with membranous margins. Stamens with c. 2 mm long, filiform filaments; anthers ovoid-subglobose. Carpels 2, syncarpous; ovary ovoid-obovoid with filiform bifid style, stigmas 2, recurved. Fruit 1-seeded, somewhat compressed, indehiscent obovoid membranous utricle, c. 2.5 mm long and c. 1.5 mm wide, enclosed by persistent calyx and uncinate spiny processes of bracts. Seed obovoid-oblong, c. 2 mm long and c. 1 mm broad, compressed with membranous, smooth testa.",general,ref_wfo-0000464914,English,6302949
wfo-0000590675,"Trees, c. 18-25 m tall. Branchlets glaucous, 1.5-2.0 mm in diameter, internodes 10-17 mm long with 14-17 inconspicuous ridges; nodal leaf-sheaths with 14-17 teeth, pale-reddish brown, free part 0.4-0.8 x 0.2-0.3 mm. Male inflorescence 25-45 mm long, 2-4 mm in diameter, bracts arranged in 10-28 whorls and each whorl having 14 bracts with one flower in each bract Infructescence subglobose-oblong, 15-25 x 10-12 mm; 10-14 whorls of paired infructescence valves; usually 14 valves in each whorl, alternating with the valves located in the next whorl. Samaras 4- 6 mm long, greyish.",general,ref_wfo-0000590675,English,6400003
wfo-0000332485,"A much-branched monoecious deciduous tree up to 10 m. Bark smooth, pale grey. Wood soft, white. Young shoots ferruginous-pubescent, soon glabrescent. Perulae lanceolate, 1-2 cm long, often somewhat glutinous. Leaves long-petiolate, the petioles (5-) 10-20 cm long, crowded at the tips of the shoots; leaf-blade broadly ovate, rarely trilobate (5-) 10-20 x (4-) 10-19 cm, sub-acutely or obtusely acuminate, truncate or shallowly to deeply cordate, usually with (1-) 2 circular sessile contiguous adaxial glands at the base, entire, 5-7-nerved from the base, somewhat coriaceous, densely pubescent above and beneath at first, tardily glabrescent, dark green, shiny. Stipules lanceolate, 4-10 mm long, subglabrous, leaving fairly prominent scars when fallen. Inflorescences subcorymbiform, branched from the base, usually with 1 terminal ♀ flower and 5-7 lateral 3-7-flowered ♂ cymules, up to 15 cm long and 20 cm wide; bracts linear-lanceolate, 3-8 mm long, sharply acute, sparingly pubescent. Flowers precocious. Male flowers: pedicels 2-3 cm long, subglabrous; buds ovoid to ovoid-ellipsoid, c. 1 cm long, apiculate, the calyx rupturing into 2 unequal lobes, sparingly pubescent without, glabrous within: petals obovate-oblanceolate, 3 x 1 cm, rounded, pubescent without at the base, otherwise glabrous, white, yellow at the base, pink-tinged; disc-glands erect, triangular-lanceolate to subulate, somewhat fleshy, 3-4 mm long, acute, whitish; stamens 8 (-10), united in a glabrous column 1.5 cm high, with the outer 5 only ½ as long as the inner 3, anthers ellipsoid-ovoid, c. 2 mm long. Female flowers: calyx and petals as in the ♂; disc-glands 2-3 mm long, sharply acute; ovary ovoid-subglobose, 4-5-locolar, 4-5 x 3-4 mm, sparingly pubescent; styles 4-5, united at the base, 4-5 mm long, ± glabrous, the stigmas shortly bifid. Fruits ± spherical or slightly compressed, 4-5 x 3.5-5 cm, apiculate, abruptly narrowed into the base, ± smooth or faintly lineate, glabrous, green at first, dull brown when ripe. Seeds broadly compressed-ovoid, 2-2.5 x 2-2.2 cm, slighly warty and ridged dorsally and ventrally, brownish.",general,ref_wfo-0000332485,English,12803531
